name,ja,en
shop.smallTabTitles.gameEvent.point,ポイント交換,Point Exchange
shop.smallTabTitles.gameEvent.ticket,チケット交換,Ticket Exchange
shop.smallTabTitles.idolPiece.rainbow,虹,Rainbow
shop.smallTabTitles.idolPiece.gold,金,Gold
shop.smallTabTitles.idolPiece.silver,銀,Silver
shop.emptyNotice.purchase,購入できる商品がありません,Nothing available for purchase.
shop.emptyNotice.exchange,交換できる商品がありません,There are no items available.
shop.trade.tradeConfirmation.title,交換確認,Confirm Exchange
shop.trade.tradeConfirmation.message,以下のアイテムと\r「%{title}」を交換しますか？,Do you want to trade\r\n「%{title}」for the below item？
shop.trade.tradeConfirmation.shortageMessage,「%{title}」の\r交換に必要なアイテムが不足しています,Not enough items to exchange for\r「%{title}」
raidConcert.sharedPassiveSkillDialog.title,発動中のパッシブスキル,Passive Skills
raidConcert.chain.appealCommentRegExp,(?:[a-zA-Z＆]+[0-9.～〜最大]+倍|思い出)アピール,(?:[a-zA-Z＆]+[0-9.～〜Max]+X|Memory)Appeal
raidConcert.chain.unsupportedSkill,チェイン対象外,Can't be Chained
raidTop.announce.defaultMessages.opening,ステージを選んでコラボフェスに参加してください,Please select a stage to participate in a Collab Fes.
raidTop.announce.defaultMessages.closed,コラボフェス期間は終了しました,The Collab Fes period has ended. 
raidTop.header.closeDate,開催期間 %{closeAt}まで,Open until %{closeAt}
raidTop.passShortageDialog.title,コラボフェスパス,Collab Fes Pass 
raidTop.passShortageDialog.text,コラボフェスパスが不足しています,Not enough Collab Fes passes
raidTop.resumeDialog.title,コラボフェス,Collab Fes
raidTop.resumeDialog.text,進行中のフェスがあります。\nフェスを再開しますか？,A Fes is in progress.\r\nRestart Fes?
raidTop.terminateDialog.title,コラボフェス,Collab Fes
raidTop.terminateDialog.text,進行中のフェスを終了します。,End the Fes in progress. 
raidTop.terminateDialog.textWarning,コラボフェスパスは返却されません,Collab Fes Pass could not be returned.
raidTop.guestedConcertHistoryDialog.title,活躍速報,Activity Report
raidTop.guestedConcertHistoryDialog.description,以下のライブで活躍しました,Participated in these Lives
raidTop.stageRankingDetailDialog.titles.vocal,Vocalステージ 累計スコアランキングTOP10,Vocal Stage TOP10 Total Score Ranks
raidTop.stageRankingDetailDialog.titles.dance,Danceステージ 累計スコアランキングTOP10,Dance Stage TOP10 Total Score Ranks
raidTop.stageRankingDetailDialog.titles.visual,Visualステージ 累計スコアランキングTOP10,Visual Stage TOP10 Total Score Ranks
raidTop.stageRankingDetailDialog.titles.all,Centerステージ 累計スコアランキングTOP10,Center Stage TOP10 Total Score Ranks
raidResult.raidStageDifficultyAndLevel,%{difficulty} Lv.%{level},%{difficulty} Lv.%{level}
raidResult.raidBonusDifficultyAndLevel,%{difficulty}(%{level}),%{difficulty}(%{level})
raidResult.raidNoAwardUser,なし,Nothing
raidResult.scoreSuffix,%{value}pt,%{value}pt
raidResult.difficultyRate,×%{value},×%{value}
raidReady.description,テンション決定後は前の画面には戻れません\nコラボフェスパスを1消費します,Can't return once Tension has been\r\nconfirmed. Uses 1 Collab Fes Pass.
raidReady.unitSkillDetailDialog.title,ユニット詳細,Unit Details
raidReward.headerTitle,イベント報酬,Event Reward
raidReward.alertTexts.default,最大100件一度に受け取ることが可能です\n受け取り済の報酬は未受け取りの報酬の下部に表示されます,You can collect up to 100 at a time.\nRewards that have been claimed are shown beneath unclaimed rewards.
raidReward.alertTexts.lap,最大100件一度に受け取ることが可能です\n周数報酬は期間中に1回でもコラボフェスをプレイした場合のみ受け取れます,You can collect up to 100 at a time.\nWeek clear rewards can only be claimed if you have played at least once during the event.
raidReward.popMissionDetail,報酬詳細,Reward Details
raidReward.receiveAllConfirm.text,報酬を新しいものから\r100件まで受け取ります。\rよろしいですか？,Collect latest rewards\r\nup to a maximum of 100.\r\nAre you sure?
raidReward.receiveAll.title,報酬一括受け取り,Receive All Rewards
raidReward.receiveAll.message,以下の報酬を受け取りました,Received these Rewards
raidReward.receiveAll.maxMessageFooter,一部の報酬は最大所持数を超えているため\n受け取れませんでした,Selected rewards exceed limits and\r\ncould not be claimed.
raidReward.receiveAll.maxMessage,最大所持数を超えるため受け取れません,Could not claim rewards greater than limit.
raidReward.receiveAll.noPresentMessage,受け取れる報酬はありませんでした,No rewards to claim.
raidReward.receiveAll.itemNameNum,%{type} ×%{num},%{type} ×%{num}
raidReward.popReceive.title,報酬受け取り,Reward Received
raidReward.popReceive.comment,以下の報酬を受け取りました,Received these Rewards
raidExceptionPop.title,コラボフェス,Collab Fes
raidExceptionPop.closeEventText,コラボフェスは終了しました,Collab Fes has ended.
raidExceptionPop.closeHallText,%{name}の\n盛り上がりが最高潮に達しました\n\n他のステージを盛り上げに行ってみましょう！,%{name}'s\nexcitement is maxed out.\n\nLet's participate in a different stage!
characterAlbum.commu.albumType.birthday_event,誕生日,Birthday
characterAlbum.commuDetailPop.notice,%{itemName}での解放は%{date}より可能です,Unlocked with %{itemName} after %{date}
characterAlbum.commuDetailPop.title,コミュ詳細,Commu Details
characterAlbum.commuDetailPop.useItem.title,%{itemName}を使ってコミュを解放できます,Use %{itemName} to unlock this commu
characterBirthday.characterBirthdayListPop.birthday,%{month}/%{day},%{month}/%{day}
characterBirthday.characterBirthdayListPop.month,月,Month
characterBirthday.characterBirthdayListPop.title,誕生日確認,Confirm Birthday
characterBirthday.givePresentDialog.text,自然回復の上限を超えて回復でき、\n誕生日ミニコミュが解放されます,"You can store above the max limit,\nand the birthday mini commu will be unlocked."
characterBirthday.specialCommunicationDialog.txtNotice,「あとで再生」を選んだ場合、\n期間中誕生日特設ページで再度この確認が表示されます。,"If you select 「Play Later」,\r\nThis popup will appear again on the birthday page."
errorDialog.closedText,期間は終了しました,This has ended. 
errorDialog.eventClosedTitle,イベント期間外,Event Over
errorDialog.expiredProduceItem,アイテムの使用期限が終了したため\n持ち込むことができませんでした\n\n再度アイテムを選択し直してください,"This item has expired,\nso it could not be selected.\nPlease select items again."
errorDialog.shopClosedTitle,購入期間外,Shop Closed
extraCampaign.application.announceTime,yyyy/mm/dd HH:MM,yyyy/mm/dd HH:MM
extraCampaign.application.announceTimeLabel,当選発表,Selection Results
extraCampaign.application.applicationAgreementDialog.body.heading,「アイドルマスター シャイニーカラーズ」\rリアルステージイベント『283プロダクション プロデューサー感謝祭』\rステージ観覧応募について,"About ""THE IDOLM@STER Shiny Colors"" Real Stage Event ""283 Production Thanksgiving Festival"" Viewing Application"
extraCampaign.application.applicationAgreementDialog.body.inquiry.descriptions.after,なお、抽選結果に関する個別のお問い合わせにはお答えしかねます。,なお、抽選結果に関する個別のお問い合わせにはお答えしかねます。
extraCampaign.application.applicationAgreementDialog.body.inquiry.descriptions.before,下記よりお問い合わせください。,下記よりお問い合わせください。
extraCampaign.application.applicationAgreementDialog.body.inquiry.title,お問い合わせ,Inquiry
extraCampaign.application.applicationAgreementDialog.body.items.1.descriptions.1,・リアルステージイベント『283プロダクション プロデューサー感謝祭 ～1.5 Anniversary Festival!!～』ステージ観覧応募（以下、本応募企画といいます）は株式会社バンダイナムコエンターテインメント（以下、当社といいます）が配信するenza対応ゲーム「アイドルマスター シャイニーカラーズ」（以下、本ゲームといいます）に関連して、以下に掲げる応募条件を満たして応募していただいたお客様の内、抽選で1、515名様を、リアルステージイベント『283プロダクション プロデューサー感謝祭 ～1.5 Anniversary Festival!!～』（以下、本イベントといいます）へご招待する応募企画となります。,・リアルステージイベント『283プロダクション プロデューサー感謝祭 ～1.5 Anniversary Festival!!～』ステージ観覧応募（以下、本応募企画といいます）は株式会社バンダイナムコエンターテインメント（以下、当社といいます）が配信するenza対応ゲーム「アイドルマスター シャイニーカラーズ」（以下、本ゲームといいます）に関連して、以下に掲げる応募条件を満たして応募していただいたお客様の内、抽選で1、515名様を、リアルステージイベント『283プロダクション プロデューサー感謝祭 ～1.5 Anniversary Festival!!～』（以下、本イベントといいます）へご招待する応募企画となります。
extraCampaign.application.applicationAgreementDialog.body.items.1.descriptions.2,・本応募企画は当社が実施するものであり、本ゲームを配信するストアの運営会社はその実施に関与していません。,・本応募企画は当社が実施するものであり、本ゲームを配信するストアの運営会社はその実施に関与していません。
extraCampaign.application.applicationAgreementDialog.body.items.1.descriptions.3,・本イベントの性質上、本応募企画終了時点で満12歳に満たないお客様はご応募することが出来ません。予めご了承ください。,・本イベントの性質上、本応募企画終了時点で満12歳に満たないお客様はご応募することが出来ません。予めご了承ください。
extraCampaign.application.applicationAgreementDialog.body.items.1.title,概要,Summary
extraCampaign.application.applicationAgreementDialog.body.items.2.descriptions.1,A賞：リアルステージイベント『283プロダクション プロデューサー感謝祭 ～1.5 Anniversary Festival!!～』観覧席へのご招待：1、515名様,A賞：リアルステージイベント『283プロダクション プロデューサー感謝祭 ～1.5 Anniversary Festival!!～』観覧席へのご招待：1、515名様
extraCampaign.application.applicationAgreementDialog.body.items.2.descriptions.2,※本イベントの概要は以下となります。,※本イベントの概要は以下となります。
extraCampaign.application.applicationAgreementDialog.body.items.2.descriptions.3,日時：2019年10月27日（日）開場17:00 / 開演18:00 （予定）,日時：2019年10月27日（日）開場17:00 / 開演18:00 （予定）
extraCampaign.application.applicationAgreementDialog.body.items.2.descriptions.4,場所：森のホール21（松戸市文化会館）,場所：森のホール21（松戸市文化会館）
extraCampaign.application.applicationAgreementDialog.body.items.2.descriptions.5,※その他、詳細な本イベントの実施概要は本ゲーム内より遷移できる本イベント特設ページか、本イベント特設サイトをご確認ください。\r,※その他、詳細な本イベントの実施概要は本ゲーム内より遷移できる本イベント特設ページか、本イベント特設サイトをご確認ください。\r
