title,trans
トーク(結華・はづき1),Talk (Yuika・Hazuki 1)
パラコレトーク(霧子・真乃2),Paracolle Talk (Kiriko・Mano2)
トーク(霧子・恋鐘2),Talk (Kiriko・Kogane 2)
トーク(霧子・摩美々2),Talk (Kiriko・Mamimi 2)
トーク(霧子・咲耶2),Talk (Kiriko・Sakuya 2)
トーク(霧子・結華2),Talk (Kiriko・Yuika 2)
パラコレトーク(霧子・果穂2),Paracolle Talk (Kiriko・Kaho2)
パラコレトーク(霧子・樹里2),Paracolle Talk (Kiriko・Juri2)
パラコレトーク(霧子・夏葉2),Paracolle Talk (Kiriko・Natsuha2)
パラコレトーク(霧子・あさひ2),Paracolle Talk (Kiriko・Asahi2)
パラコレトーク(霧子・冬優子2),Paracolle Talk (Kiriko・Fuyuko2)
パラコレトーク(霧子・愛依2),Paracolle Talk (Kiriko・Mei2)
パラコレトーク(霧子・にちか2),Paracolle Talk (Kiriko・Nichika2)
パラコレトーク(霧子・美琴2),Paracolle Talk (Kiriko・Mikoto2)
パラコレトーク(霧子・はるき2),Paracolle Talk (Kiriko・Haruki2)
トーク(霧子・はづき1),Talk (Kiriko・Hazuki 1)
パラコレトーク(果穂・灯織2),Paracolle Talk (Kaho・Hiori2)
パラコレトーク(果穂・めぐる2),Paracolle Talk (Kaho・Meguru2)
パラコレトーク(果穂・恋鐘2),Paracolle Talk (Kaho・Kogane2)
トーク(果穂・智代子2),Talk (Kaho・Chiyoko 2)
トーク(果穂・樹里2),Talk (Kaho・Juri 2)
パラコレトーク(果穂・樹里3),Paracolle Talk (Kaho・Juri3)
パラコレトーク(果穂・凛世2),Paracolle Talk (Kaho・Rinze2)
トーク(果穂・凛世3),Talk (Kaho・Rinze 3)
トーク(果穂・夏葉2),Talk (Kaho・Natsuha 2)
パラコレトーク(果穂・甜花2),Paracolle Talk (Kaho・Tenka2)
パラコレトーク(果穂・冬優子2),Paracolle Talk (Kaho・Fuyuko2)
パラコレトーク(果穂・愛依2),Paracolle Talk (Kaho・Mei2)
パラコレトーク(果穂・円香2),Paracolle Talk (Kaho・Madoka2)
パラコレトーク(果穂・雛菜2),Paracolle Talk (Kaho・Hinana2)
パラコレトーク(果穂・ルカ2),Paracolle Talk (Kaho・Luca2)
トーク(果穂・はづき1),Talk (Kaho・Hazuki 1)
トーク(智代子・果穂2),Talk (Chiyoko・Kaho 2)
トーク(智代子・樹里2),Talk (Chiyoko・Juri 2)
トーク(智代子・凛世2),Talk (Chiyoko・Rinze 2)
トーク(智代子・夏葉2),Talk (Chiyoko・Natsuha 2)
トーク(智代子・はづき1),Talk (Chiyoko・Hazuki 1)
トーク(樹里・果穂2),Talk (Juri・Kaho 2)
トーク(樹里・智代子2),Talk (Juri・Chiyoko 2)
トーク(樹里・凛世2),Talk (Juri・Rinze 2)
パラコレトーク(樹里・凛世3),Paracolle Talk (Juri・Rinze3)
トーク(樹里・夏葉2),Talk (Juri・Natsuha 2)
パラコレトーク(樹里・甘奈2),Paracolle Talk (Juri・Amana2)
パラコレトーク(樹里・甜花2),Paracolle Talk (Juri・Tenka2)
パラコレトーク(樹里・千雪2),Paracolle Talk (Juri・Chiyuki2)
パラコレトーク(樹里・あさひ2),Paracolle Talk (Juri・Asahi2)
パラコレトーク(樹里・愛依2),Paracolle Talk (Juri・Mei2)
パラコレトーク(樹里・透2),Paracolle Talk (Juri・Toru2)
パラコレトーク(樹里・美琴2),Paracolle Talk (Juri・Mikoto2)
パラコレトーク(樹里・ルカ2),Paracolle Talk (Juri・Luca2)
トーク(樹里・はづき1),Talk (Juri・Hazuki 2)
パラコレトーク(凛世・真乃2),Paracolle Talk (Rinze・Mano2)
パラコレトーク(凛世・灯織2),Paracolle Talk (Rinze・Hiori2)
パラコレトーク(凛世・めぐる2),Paracolle Talk (Rinze・Meguru2)
パラコレトーク(凛世・恋鐘2),Paracolle Talk (Rinze・Kogane2)
パラコレトーク(凛世・霧子2),Paracolle Talk (Rinze・Kiriko2)
トーク(凛世・果穂2),Talk (Rinze・Kaho 2)
トーク(凛世・智代子2),Talk (Rinze・Chiyoko 2)
トーク(凛世・樹里2),Talk (Rinze・Juri 2)
パラコレトーク(凛世・夏葉2),Paracolle Talk (Rinze・Natsuha2)
トーク(凛世・夏葉3),Talk (Rinze・Natsuha 3)
パラコレトーク(凛世・甘奈2),Paracolle Talk (Rinze・Amana2)
パラコレトーク(凛世・甜花2),Paracolle Talk (Rinze・Tenka2)
パラコレトーク(凛世・冬優子2),Paracolle Talk (Rinze・Fuyuko2)
パラコレトーク(凛世・愛依2),Paracolle Talk (Rinze・Mei2)
パラコレトーク(凛世・透2),Paracolle Talk (Rinze・Toru2)
パラコレトーク(凛世・円香2),Paracolle Talk (Rinze・Madoka2)
パラコレトーク(凛世・雛菜2),Paracolle Talk (Rinze・Hinana2)
パラコレトーク(凛世・にちか2),Paracolle Talk (Rinze・Nichika2)
パラコレトーク(凛世・美琴2),Paracolle Talk (Rinze・Mikoto2)
パラコレトーク(凛世・ルカ2),Paracolle Talk (Rinze・Luca2)
パラコレトーク(凛世・はるき2),Paracolle Talk (Rinze・Haruki2)
トーク(凛世・はづき1),Talk (Rinze・Hazuki 1)
パラコレトーク(夏葉・真乃2),Paracolle Talk (Natsuha・Mano2)
パラコレトーク(夏葉・灯織2),Paracolle Talk (Natsuha・Hiori2)
パラコレトーク(夏葉・果穂2),Paracolle Talk (Natsuha・Kaho2)
トーク(夏葉・果穂3),Talk (Natsuha・Kaho 3)
トーク(夏葉・智代子2),Talk (Natsuha・Chiyoko 2)
トーク(夏葉・樹里2),Talk (Natsuha・Juri 2)
トーク(夏葉・凛世2),Talk (Natsuha・Rinze 2)
パラコレトーク(夏葉・樹里3),Paracolle Talk (Natsuha・Juri3)
パラコレトーク(夏葉・あさひ2),Paracolle Talk (Natsuha・Asahi2)
パラコレトーク(夏葉・冬優子2),Paracolle Talk (Natsuha・Fuyuko2)
パラコレトーク(夏葉・円香2),Paracolle Talk (Natsuha・Madoka2)
パラコレトーク(夏葉・雛菜2),Paracolle Talk (Natsuha・Hinana2)
パラコレトーク(夏葉・美琴2),Paracolle Talk (Natsuha・Mikoto2)
パラコレトーク(夏葉・はるき2),Paracolle Talk (Natsuha・Haruki2)
トーク(夏葉・はづき1),Talk (Natsuha・Hazuki 1)
パラコレトーク(甘奈・真乃2),Paracolle Talk (Amana・Mano2)
パラコレトーク(甘奈・めぐる2),Paracolle Talk (Amana・Meguru2)
パラコレトーク(甘奈・恋鐘2),Paracolle Talk (Amana・Kogane2)
パラコレトーク(甘奈・霧子2),Paracolle Talk (Amana・Kiriko2)
パラコレトーク(甘奈・果穂2),Paracolle Talk (Amana・Kaho2)
パラコレトーク(甘奈・夏葉2),Paracolle Talk (Amana・Natsuha2)
パラコレトーク(甘奈・甜花2),Paracolle Talk (Amana・Tenka2)
トーク(甘奈・甜花3),Talk (Amana・Tenka 3)
パラコレトーク(甘奈・千雪2),Paracolle Talk (Amana・Chiyuki2)
トーク(甘奈・千雪3),Talk (Amana・Chiyuki 3)
パラコレトーク(甘奈・あさひ2),Paracolle Talk (Amana・Asahi2)
パラコレトーク(甘奈・冬優子2),Paracolle Talk (Amana・Fuyuko2)
パラコレトーク(甘奈・円香2),Paracolle Talk (Amana・Madoka2)
パラコレトーク(甘奈・雛菜2),Paracolle Talk (Amana・Hinana2)
パラコレトーク(甘奈・美琴2),Paracolle Talk (Amana・Mikoto2)
パラコレトーク(甘奈・ルカ2),Paracolle Talk (Amana・Luca2)
パラコレトーク(甘奈・はるき2),Paracolle Talk (Amana・Haruki2)
トーク(甘奈・はづき1),Talk (Amana・Hazuki 1)
トーク(甜花・真乃1),Talk (Tenka・Mano1)
トーク(甜花・灯織1),Talk (Tenka・Hiori1)
トーク(甜花・めぐる1),Talk (Tenka・Meguru1)
トーク(甜花・恋鐘1),Talk (Tenka・Kogane1)
パラコレトーク(甜花・恋鐘2),Paracolle Talk (Tenka・Kogane2)
トーク(甜花・摩美々1),Talk (Tenka・Mamimi1)
トーク(甜花・咲耶1),Talk (Tenka・Sakuya1)
トーク(甜花・結華1),Talk (Tenka・Yuika1)
パラコレトーク(甜花・結華2),Paracolle Talk (Tenka・Yuika2)
トーク(甜花・霧子1),Talk (Tenka・Kiriko1)
パラコレトーク(甜花・霧子2),Paracolle Talk (Tenka・Kiriko2)
トーク(甜花・果穂1),Talk (Tenka・Kaho1)
トーク(甜花・智代子1),Talk (Tenka・Chiyoko1)
パラコレトーク(甜花・智代子2),Paracolle Talk (Tenka・Chiyoko2)
トーク(甜花・樹里1),Talk (Tenka・Juri1)
トーク(甜花・凛世1),Talk (Tenka・Rinze1)
トーク(甜花・夏葉1),Talk (Tenka・Natsuha1)
パラコレトーク(甜花・夏葉2),Paracolle Talk (Tenka・Natsuha2)
トーク(甜花・甘奈1),Talk (Tenka・Amana1)
トーク(甜花・千雪1),Talk (Tenka・Chiyuki1)
パラコレトーク(甜花・千雪2),Paracolle Talk (Tenka・Chiyuki2)
トーク(甜花・あさひ1),Talk (Tenka・Asahi1)
パラコレトーク(甜花・あさひ2),Paracolle Talk (Tenka・Asahi2)
トーク(甜花・冬優子1),Talk (Tenka・Fuyuko1)
パラコレトーク(甜花・冬優子2),Paracolle Talk (Tenka・Fuyuko2)
トーク(甜花・愛依1),Talk (Tenka・Mei1)
パラコレトーク(甜花・愛依2),Paracolle Talk (Tenka・Mei2)
トーク(甜花・透1),Talk (Tenka・Toru1)
パラコレトーク(甜花・透2),Paracolle Talk (Tenka・Toru2)
トーク(甜花・円香1),Talk (Tenka・Madoka1)
パラコレトーク(甜花・円香2),Paracolle Talk (Tenka・Madoka2)
トーク(甜花・雛菜1),Talk (Tenka・Hinana1)
トーク(甜花・小糸1),Talk (Tenka・Koito1)
トーク(甜花・にちか1),Talk (Tenka・Nichika1)
パラコレトーク(甜花・にちか2),Paracolle Talk (Tenka・Nichika2)
トーク(甜花・美琴1),Talk (Tenka・Mikoto1)
パラコレトーク(甜花・美琴2),Paracolle Talk (Tenka・Mikoto2)
トーク(甜花・ルカ1),Talk (Tenka・Luca1)
トーク(甜花・羽那1),Talk (Tenka・Hana1)
トーク(甜花・はるき1),Talk (Tenka・Haruki1)
パラコレトーク(甜花・はるき2),Paracolle Talk (Tenka・Haruki2)
トーク(甜花・甘奈2),Talk (Tenka・Amana2)
トーク(甜花・千雪3),Talk (Tenka・Chiyuki3)
トーク(甜花・はづき1),Talk (Tenka・Hazuki1)
トーク(甜花・真乃・霧子1),Talk (Tenka・Mano・Kiriko1)
春トーク(甜花・摩美々・灯織・智代子・はづき1),Spring Talk (Tenka/Mamimi/Hiori/Chiyoko/Hazuki1)
パラコレトーク(千雪・真乃2),Paracolle Talk (Chiyuki・Mano2)
パラコレトーク(千雪・めぐる2),Paracolle Talk (Chiyuki・Meguru2)
パラコレトーク(千雪・霧子2),Paracolle Talk (Chiyuki・Kiriko2)
パラコレトーク(千雪・果穂2),Paracolle Talk (Chiyuki・Kaho2)
パラコレトーク(千雪・凛世2),Paracolle Talk (Chiyuki・Rinze2)
パラコレトーク(千雪・夏葉2),Paracolle Talk (Chiyuki・Natsuha2)
トーク(千雪・甘奈2),Talk (Chiyuki・Amana 2)
トーク(千雪・甜花2),Talk (Chiyuki・Tenka 2)
パラコレトーク(千雪・あさひ2),Paracolle Talk (Chiyuki・Asahi2)
パラコレトーク(千雪・冬優子2),Paracolle Talk (Chiyuki・Fuyuko2)
パラコレトーク(千雪・愛依2),Paracolle Talk (Chiyuki・Mei2)
パラコレトーク(千雪・透2),Paracolle Talk (Chiyuki・Toru2)
パラコレトーク(千雪・雛菜2),Paracolle Talk (Chiyuki・Hinana2)
パラコレトーク(千雪・美琴2),Paracolle Talk (Chiyuki・Mikoto2)
パラコレトーク(千雪・ルカ2),Paracolle Talk (Chiyuki・Luca2)
パラコレトーク(千雪・はるき2),Paracolle Talk (Chiyuki・Haruki2)
トーク(千雪・はづき1),Talk (Chiyuki・Hazuki 1)
トーク(千雪・結華・夏葉1),Talk (Chiyuki・Yuika・Natsuha 1)
パラコレトーク(あさひ・灯織2),Paracolle Talk (Asahi・Hiori2)
パラコレトーク(あさひ・果穂2),Paracolle Talk (Asahi・Kaho2)
パラコレトーク(あさひ・凛世2),Paracolle Talk (Asahi・Rinze2)
パラコレトーク(あさひ・冬優子2),Paracolle Talk (Asahi・Fuyuko2)
トーク(あさひ・冬優子3),Talk (Asahi・Fuyuko 3)
パラコレトーク(あさひ・愛依2),Paracolle Talk (Asahi・Mei2)
トーク(あさひ・愛依3),Talk (Asahi・Mei 3)
パラコレトーク(あさひ・透2),Paracolle Talk (Asahi・Toru2)
パラコレトーク(あさひ・美琴2),Paracolle Talk (Asahi・Mikoto2)
パラコレトーク(あさひ・ルカ2),Paracolle Talk (Asahi・Luca2)
トーク(あさひ・はづき1),Talk (Asahi・Hazuki 1)
トーク(あさひ・摩美々・凛世1),Talk (Asahi・Mamimi・Rinze 1)
パラコレトーク(冬優子・樹里2),Paracolle Talk (Fuyuko・Juri2)
パラコレトーク(冬優子・透2),Paracolle Talk (Fuyuko・Toru2)
トーク(冬優子・あさひ2),Talk (Fuyuko・Asahi 2)
トーク(冬優子・愛依2),Talk (Fuyuko・Mei 2)
パラコレトーク(冬優子・円香2),Paracolle Talk (Fuyuko・Madoka2)
パラコレトーク(冬優子・ルカ2),Paracolle Talk (Fuyuko・Luca2)
トーク(冬優子・はづき1),Talk (Fuyuko・Hazuki 1)
パラコレトーク(愛依・真乃2),Paracolle Talk (Mei・Mano2)
パラコレトーク(愛依・夏葉2),Paracolle Talk (Mei・Natsuha2)
パラコレトーク(愛依・甘奈2),Paracolle Talk (Mei・Amana2)
トーク(愛依・あさひ2),Talk (Mei・Asahi 2)
パラコレトーク(愛依・冬優子2),Paracolle Talk (Mei・Fuyuko2)
トーク(愛依・冬優子3),Talk (Mei・Fuyuko 3)
パラコレトーク(愛依・にちか2),Paracolle Talk (Mei・Nichika2)
パラコレトーク(愛依・美琴2),Paracolle Talk (Mei・Mikoto2)
パラコレトーク(愛依・ルカ2),Paracolle Talk (Mei・Luca2)
トーク(愛依・はづき1),Talk (Mei・Hazuki 1)
トーク(愛依・恋鐘・智代子1),Talk (Mei・Kogane・Chiyoko 1)
パラコレトーク(透・真乃2),Paracolle Talk (Toru・Mano2)
パラコレトーク(透・霧子2),Paracolle Talk (Toru・Kiriko2)
パラコレトーク(透・果穂2),Paracolle Talk (Toru・Kaho2)
パラコレトーク(透・夏葉2),Paracolle Talk (Toru・Natsuha2)
パラコレトーク(透・甘奈2),Paracolle Talk (Toru・Amana2)
パラコレトーク(透・愛依2),Paracolle Talk (Toru・Mei2)
パラコレトーク(透・円香2),Paracolle Talk (Toru・Madoka2)
トーク(透・円香3),Talk (Toru・Madoka 3)
トーク(透・小糸2),Talk (Toru・Koito 2)
トーク(透・雛菜2),Talk (Toru・Hinana 2)
パラコレトーク(透・にちか2),Paracolle Talk (Toru・Nichika2)
パラコレトーク(透・美琴2),Paracolle Talk (Toru・Mikoto2)
パラコレトーク(透・ルカ2),Paracolle Talk (Toru・Luca2)
パラコレトーク(透・はるき2),Paracolle Talk (Toru・Haruki2)
トーク(透・はづき1),Talk (Toru・Hazuki 1)
トーク(透・羽那・美琴1),Talk (Toru・Hana・Mikoto 1)
パラコレトーク(円香・霧子2),Paracolle Talk (Madoka・Kiriko2)
パラコレトーク(円香・樹里2),Paracolle Talk (Madoka・Juri2)
パラコレトーク(円香・千雪2),Paracolle Talk (Madoka・Chiyuki2)
パラコレトーク(円香・あさひ2),Paracolle Talk (Madoka・Asahi2)
パラコレトーク(円香・愛依2),Paracolle Talk (Madoka・Mei2)
トーク(円香・透2),Talk (Madoka・Toru 2)
トーク(円香・小糸2),Talk (Madoka・Koito 2)
パラコレトーク(円香・雛菜2),Paracolle Talk (Madoka・Hinana2)
トーク(円香・雛菜3),Talk (Madoka・Hinana 3)
パラコレトーク(円香・にちか2),Paracolle Talk (Madoka・Nichika2)
パラコレトーク(円香・美琴2),Paracolle Talk (Madoka・Mikoto2)
パラコレトーク(円香・ルカ2),Paracolle Talk (Madoka・Luca2)
パラコレトーク(円香・はるき2),Paracolle Talk (Madoka・Haruki2)
トーク(円香・はづき1),Talk (Madoka・Hazuki 1)
トーク(小糸・透2),Talk (Koito・Toru 2)
トーク(小糸・円香2),Talk (Koito・Madoka 2)
トーク(小糸・雛菜2),Talk (Koito・Hinana 2)
トーク(小糸・はづき1),Talk (Koito・Hazuki 1)
トーク(小糸・にちか・はるき1),Talk (Koito・Nichika・Haruki 1)
パラコレトーク(雛菜・真乃2),Paracolle Talk (Hinana・Mano2)
パラコレトーク(雛菜・灯織2),Paracolle Talk (Hinana・Hiori2)
パラコレトーク(雛菜・恋鐘2),Paracolle Talk (Hinana・Kogane2)
パラコレトーク(雛菜・霧子2),Paracolle Talk (Hinana・Kiriko2)
パラコレトーク(雛菜・樹里2),Paracolle Talk (Hinana・Juri2)
パラコレトーク(雛菜・甜花2),Paracolle Talk (Hinana・Tenka2)
パラコレトーク(雛菜・あさひ2),Paracolle Talk (Hinana・Asahi2)
パラコレトーク(雛菜・冬優子2),Paracolle Talk (Hinana・Fuyuko2)
パラコレトーク(雛菜・愛依2),Paracolle Talk (Hinana・Mei2)
パラコレトーク(雛菜・透2),Paracolle Talk (Hinana・Toru2)
トーク(雛菜・透3),Talk (Hinana・Toru 3)
トーク(雛菜・円香2),Talk (Hinana・Madoka 2)
トーク(雛菜・小糸2),Talk (Hinana・Koito 2)
パラコレトーク(雛菜・にちか2),Paracolle Talk (Hinana・Nichika2)
パラコレトーク(雛菜・美琴2),Paracolle Talk (Hinana・Mikoto2)
パラコレトーク(雛菜・ルカ2),Paracolle Talk (Hinana・Luca2)
パラコレトーク(雛菜・はるき2),Paracolle Talk (Hinana・Haruki2)
トーク(雛菜・はづき1),Talk (Hinana・Hazuki 1)
トーク(雛菜・美琴・ルカ1),Talk (Hinana・Mikoto・Luca 1)
パラコレトーク(にちか・真乃2),Paracolle Talk (Nichika・Mano2)
パラコレトーク(にちか・果穂2),Paracolle Talk (Nichika・Kaho2)
パラコレトーク(にちか・樹里2),Paracolle Talk (Nichika・Juri2)
パラコレトーク(にちか・夏葉2),Paracolle Talk (Nichika・Natsuha2)
パラコレトーク(にちか・甘奈2),Paracolle Talk (Nichika・Amana2)
パラコレトーク(にちか・千雪2),Paracolle Talk (Nichika・Chiyuki2)
パラコレトーク(にちか・あさひ2),Paracolle Talk (Nichika・Asahi2)
パラコレトーク(にちか・冬優子2),Paracolle Talk (Nichika・Fuyuko2)
トーク(にちか・美琴3),Talk (Nichika・Mikoto 3)
パラコレトーク(にちか・ルカ2),Paracolle Talk (Nichika・Luca2)
パラコレトーク(にちか・はるき2),Paracolle Talk (Nichika・Haruki2)
トーク(にちか・はづき1),Talk (Nichika・Hazuki 1)
トーク(にちか・円香・ルカ1),Talk (Nichika・Madoka・Luca 1)
パラコレトーク(美琴・めぐる2),Paracolle Talk (Mikoto・Meguru2)
パラコレトーク(美琴・果穂2),Paracolle Talk (Mikoto・Kaho2)
パラコレトーク(美琴・冬優子2),Paracolle Talk (Mikoto・Fuyuko2)
パラコレトーク(美琴・にちか2),Paracolle Talk (Mikoto・Nichika2)
トーク(美琴・にちか3),Talk (Mikoto・Nichika 3)
パラコレトーク(美琴・はるき2),Paracolle Talk (Mikoto・Haruki2)
トーク(美琴・はづき1),Talk (Mikoto・Hazuki 1)
パラコレトーク(ルカ・真乃2),Paracolle Talk (Luca・Mano2)
パラコレトーク(ルカ・灯織2),Paracolle Talk (Luca・Hiori2)
パラコレトーク(ルカ・霧子2),Paracolle Talk (Luca・Kiriko2)
パラコレトーク(ルカ・夏葉2),Paracolle Talk (Luca・Natsuha2)
パラコレトーク(ルカ・甜花2),Paracolle Talk (Luca・Tenka2)
パラコレトーク(ルカ・美琴2),Paracolle Talk (Luca・Mikoto2)
トーク(ルカ・羽那2),Talk (Luca・Hana 2)
トーク(ルカ・はるき2),Talk (Luca・Haruki 2)
パラコレトーク(ルカ・はるき3),Paracolle Talk (Luca・Haruki3)
トーク(ルカ・はづき1),Talk (Luca・Hazuki 1)
トーク(羽那・ルカ2),Talk (Hana・Luca 2)
トーク(羽那・はるき2),Talk (Hana・Haruki 2)
トーク(羽那・はづき1),Talk (Hana・Hazuki 1)
夏トーク(羽那・冬優子・美琴・はづき・円香1),Summer Talk (Hana/Fuyuko/Mikoto/Hazuki/Madoka 1)
パラコレトーク(はるき・真乃2),Paracolle Talk (Haruki・Mano2)
パラコレトーク(はるき・果穂2),Paracolle Talk (Haruki・Kaho2)
パラコレトーク(はるき・樹里2),Paracolle Talk (Haruki・Juri2)
パラコレトーク(はるき・あさひ2),Paracolle Talk (Haruki・Asahi2)
パラコレトーク(はるき・冬優子2),Paracolle Talk (Haruki・Fuyuko2)
パラコレトーク(はるき・愛依2),Paracolle Talk (Haruki・Mei2)
トーク(はるき・ルカ2),Talk (Haruki・Luca 2)
トーク(はるき・羽那2),Talk (Haruki・Hana 2)
トーク(はるき・はづき1),Talk (Haruki・Hazuki 1)
トーク(はづき・真乃1),Talk (Hazuki・Mano 1)
トーク(はづき・灯織1),Talk (Hazuki・Hiori 1)
トーク(はづき・めぐる1),Talk (Hazuki・Meguru 1)
トーク(はづき・恋鐘1),Talk (Hazuki・Kogane 1)
トーク(はづき・摩美々1),Talk (Hazuki・Mamimi 1)
トーク(はづき・咲耶1),Talk (Hazuki・Sakuya 1)
トーク(はづき・結華1),Talk (Hazuki・Yuika 1)
トーク(はづき・霧子1),Talk (Hazuki・Kiriko 1)
トーク(はづき・果穂1),Talk (Hazuki・Kaho 1)
トーク(はづき・智代子1),Talk (Hazuki・Chiyoko 1)
トーク(はづき・樹里1),Talk (Hazuki・Juri 1)
トーク(はづき・凛世1),Talk (Hazuki・Rinze 1)
トーク(はづき・夏葉1),Talk (Hazuki・Natsuha 1)
トーク(はづき・甘奈1),Talk (Hazuki・Amana 1)
トーク(はづき・甜花1),Talk (Hazuki・Tenka 1)
トーク(はづき・千雪1),Talk (Hazuki・Chiyuki 1)
トーク(はづき・あさひ1),Talk (Hazuki・Asahi 1)
トーク(はづき・冬優子1),Talk (Hazuki・Fuyuko 1)
トーク(はづき・愛依1),Talk (Hazuki・Mei 1)
トーク(はづき・透1),Talk (Hazuki・Toru 1)
トーク(はづき・円香1),Talk (Hazuki・Madoka 1)
トーク(はづき・小糸1),Talk (Hazuki・Koito 1)
トーク(はづき・雛菜1),Talk (Hazuki・Hinana 1)
トーク(はづき・にちか1),Talk (Hazuki・Nichika 1)
トーク(はづき・美琴1),Talk (Hazuki・Mikoto 1)
トーク(はづき・ルカ1),Talk (Hazuki・Luca 1)
トーク(はづき・羽那1),Talk (Hazuki・Hana 1)
トーク(はづき・はるき1),Talk (Hazuki・Haruki 1)
誕生日お祝いボイス（櫻木 真乃　誕生日）,Birthday Celebration Voice (Mano's Birthday)
誕生日お祝いボイス（風野 灯織　誕生日）,Birthday Celebration Voice (Hiori's Birthday)
誕生日お祝いボイス（八宮 めぐる　誕生日）,Birthday Celebration Voice (Meguru's Birthday)
誕生日お祝いボイス（月岡 恋鐘　誕生日）,Birthday Celebration Voice (Kogane's Birthday)
誕生日お祝いボイス（田中 摩美々　誕生日）,Birthday Celebration Voice (Mamimi's Birthday)
誕生日お祝いボイス（白瀬 咲耶　誕生日）,Birthday Celebration Voice (Sakuya's Birthday)
誕生日お祝いボイス（三峰 結華　誕生日）,Birthday Celebration Voice (Yuika's Birthday)
誕生日お祝いボイス（幽谷 霧子　誕生日）,Birthday Celebration Voice (Kiriko's Birthday)
誕生日お祝いボイス（小宮 果穂　誕生日）,Birthday Celebration Voice (Kaho's Birthday)
誕生日お祝いボイス（園田 智代子　誕生日）,Birthday Celebration Voice (Chiyoko's Birthday)
誕生日お祝いボイス（西城 樹里　誕生日）,Birthday Celebration Voice (Juri's Birthday)
誕生日お祝いボイス（杜野 凛世　誕生日）,Birthday Celebration Voice (Rinze's Birthday)
誕生日お祝いボイス（有栖川 夏葉　誕生日）,Birthday Celebration Voice (Natsuha's Birthday)
誕生日お祝いボイス（大崎 甘奈　誕生日）,Birthday Celebration Voice (Amana's Birthday)
誕生日お祝いボイス（大崎 甜花　誕生日）,Birthday Celebration Voice (Tenka's Birthday)
誕生日お祝いボイス（桑山 千雪　誕生日）,Birthday Celebration Voice (Chiyuki's Birthday)
誕生日お祝いボイス（芹沢 あさひ　誕生日）,Birthday Celebration Voice (Asahi's Birthday)
誕生日お祝いボイス（黛 冬優子　誕生日）,Birthday Celebration Voice (Fuyuko's Birthday)
誕生日お祝いボイス（和泉 愛依　誕生日）,Birthday Celebration Voice (Mei's Birthday)
誕生日お祝いボイス（浅倉 透　誕生日）,Birthday Celebration Voice (Toru's Birthday)
誕生日お祝いボイス（樋口 円香　誕生日）,Birthday Celebration Voice (Madoka's Birthday)
誕生日お祝いボイス（福丸 小糸　誕生日）,Birthday Celebration Voice (Koito's Birthday)
誕生日お祝いボイス（市川 雛菜　誕生日）,Birthday Celebration Voice (Hinana's Birthday)
誕生日お祝いボイス（七草 にちか　誕生日）,Birthday Celebration Voice (Nichika's Birthday)
誕生日お祝いボイス（緋田 美琴　誕生日）,Birthday Celebration Voice (Mikoto's Birthday)
誕生日お祝いボイス（斑鳩 ルカ　誕生日）,Birthday Celebration Voice (Luca's Birthday)
誕生日お祝いボイス（鈴木 羽那　誕生日）,Birthday Celebration Voice (Hana's Birthday)
誕生日お祝いボイス（郁田 はるき　誕生日）,Birthday Celebration Voice (Haruki's Birthday)
鳴ってる,Ringing
知らない街、人,"Unfamiliar city, unfamiliar people"
予感、、,"A hunch, ,"
思い出、心、、,"Memories, feelings, ,"
意味、、、、,"Meaning, , , ,"
目的、、、、、,"Purpose, , , , ,"
風の返事、、、、、、,"The wind's reply, , , , , ,"
鳴らすよ、、、、、、、,"I'll ring, , , , , , ,"
記す、ために,To write it down
もしも話をしよう,What if scenarios
その日のこと,About that day
向こう側が、見えない,Can't see... what lies beyond
点と、線と,"Dots, and lines, and..."
『わたし』の,"""My"""
結実。そして、,Results. And then...
その向こう側,The other side
、春春,", spring spring"
線　線線,line     line line
