ja,en
やったぁ！\nこのまま本番まで駆け抜けますよー！,やったぁ！\nこのまま本番まで駆け抜けますよー！
私の知らないアナタのことを、もっと知りたいな\n楽しかったこと、喜んだこと、失敗したこと、後悔したこと\nアナタのことを余さず知りたいなんて……私はワガママかな,私の知らないアナタのことを、もっと知りたいな\n楽しかったこと、喜んだこと、失敗したこと、後悔したこと\nアナタのことを余さず知りたいなんて……私はワガママかな
……あの鐘は、\n幸せを呼ぶ平和の鐘\nなんですって,……あの鐘は、\n幸せを呼ぶ平和の鐘\nなんですって
……ここまで来れてうれしいです\nでも、悔しいです……,……ここまで来れてうれしいです\nでも、悔しいです……
やれることはやった\n負けたのは残念だけれど、悔いはないさ,やれることはやった\n負けたのは残念だけれど、悔いはないさ
プロデューサーがいたから、ここまで来られました,プロデューサーがいたから、ここまで来られました
今の私なら、更なる高みを目指せると思います！,今の私なら、更なる高みを目指せると思います！
今回も合格できた\nさて、次のパフォーマンスを考えるとしよう,今回も合格できた\nさて、次のパフォーマンスを考えるとしよう
今日までのこと……\nしっかりと……凛世の胸に……,今日までのこと……\nしっかりと……凛世の胸に……
凄い数のファン……。次はもっと大きい会場が必要ですね,凄い数のファン……。次はもっと大きい会場が必要ですね
周りの子たちのレベルの高さに驚かされたな\n私もまだまだということかな,周りの子たちのレベルの高さに驚かされたな\n私もまだまだということかな
灯織ちゃんとめぐるちゃんの足を引っ張らないように\nもっとレッスンしなくちゃ……あの、プロデューサーさん、\n私がくじけないように見ていてくれますか……？,灯織ちゃんとめぐるちゃんの足を引っ張らないように\nもっとレッスンしなくちゃ……あの、プロデューサーさん、\n私がくじけないように見ていてくれますか……？
──えへへ、そりゃあね？\n三峰たち、アンティーカですから！,──えへへ、そりゃあね？\n三峰たち、アンティーカですから！
あっ……,Ah...
あっ！,Ah!
いつもそばで支えてくれる\nそんなことは知っているけれど\n──これからも……お願いね？,いつもそばで支えてくれる\nそんなことは知っているけれど\n──これからも……お願いね？
ここまで上がってこれただけでもすごいことです\n……前の自分からは想像もできないですから,ここまで上がってこれただけでもすごいことです\n……前の自分からは想像もできないですから
ここまで来れたのもプロデューサーのおかげよ。ありがとう,ここまで来れたのもプロデューサーのおかげよ。ありがとう
たっくさんはしゃいで、たっくさんぬれたら、\nもっともっと楽しいです！,たっくさんはしゃいで、たっくさんぬれたら、\nもっともっと楽しいです！
ひゃあ！？,Hyaa!?
ふぁ……、あ！　すみません……！　あくびなんて、\n恥ずかしいところをお見せしてしまいました……！\n気が緩んでいる証拠ですよね。注意します……！,(Yawns) Ah! I'm sorry...! It's embarassing being seen yawning...!\nIt's proof that I'm relaxed. I'll be careful...!
アイドルって楽しいっすね！\n次から次へとやりたいことが出てくるんす！\nホント、奥深いっすね！,アイドルって楽しいっすね！\n次から次へとやりたいことが出てくるんす！\nホント、奥深いっすね！
アイドルとして自信をもてるか、まだわかりません……\nでも、プロデューサーさんがいてくれたら、きっと……っ\nこれからもよろしくお願いします、プロデューサーさんっ,アイドルとして自信をもてるか、まだわかりません……\nでも、プロデューサーさんがいてくれたら、きっと……っ\nこれからもよろしくお願いします、プロデューサーさんっ
アナタを頼りにしてるのよ！\n一緒にトップを取るわよ！,アナタを頼りにしてるのよ！\n一緒にトップを取るわよ！
プロデューサーさま……どうかなさいましたか……？\n 凛世は、ずっとお傍におります……,Producer-sama... is something the matter...?\nI will always be by your side...
